Docket Number,Country,Sub Case,Status,Other Reference No.,Application No,Filing Date,No,Due Date,Amount,CPI Payment Date
16POLY0129,FR,1,Granted,16POLY0129-FR-EPP[1],17826437.0,5/29/2019,8,12/5/2024,166,12/24/2024
16POLY0129,FR,1,Granted,16POLY0129-FR-EPP[1],17826437.0,5/29/2019,9,12/5/2025,232,
16POLY0135,CN,,Granted,16POLY0135-CN-PCT,201780086902.3,8/20/2019,8,12/19/2024,305,11/29/2024
16POLY0135,CN,,Granted,16POLY0135-CN-PCT,201780086902.3,8/20/2019,9,12/19/2025,306,
16POLY0135,DE,,Granted,16POLY0135-DE-EPT,17825204.5,12/19/2017,8,12/19/2024,334,12/22/2024
16POLY0135,DE,,Granted,16POLY0135-DE-EPT,17825204.5,12/19/2017,9,12/19/2025,444,
16POLY0135,FR,,Granted,16POLY0135-FR-EPT,17825204.5,12/19/2017,8,12/19/2024,166,12/24/2024
16POLY0135,FR,,Granted,16POLY0135-FR-EPT,17825204.5,12/19/2017,9,12/19/2025,232,
16POLY0135,US,,Granted,16POLY0135-US-PCT,16/448690,6/21/2019,4,2/17/2025,2007,2/17/2025
16POLY0139,CN,,Granted,16POLY0139-CN-PCT,201880039374.0,12/13/2019,8,6/11/2025,304,5/16/2025
16POLY0139,CN,,Granted,16POLY0139-CN-PCT,201880039374.0,12/13/2019,9,6/11/2026,306,
16POLY0139,DE,,Granted,16POLY0139-DE-EPT,18728666.1,6/11/2018,8,6/11/2025,327,
16POLY0139,DE,,Granted,16POLY0139-DE-EPT,18728666.1,6/11/2018,9,6/11/2026,444,
16POLY0139,FR,,Granted,16POLY0139-FR-EPT,18728666.1,6/11/2018,8,6/11/2025,163,
16POLY0139,FR,,Granted,16POLY0139-FR-EPT,18728666.1,6/11/2018,9,6/11/2026,232,
16POLY0139,IN,,Granted,16POLY0139-IN-PCT,202047001217,1/10/2020,8,6/11/2025,238,5/30/2025
16POLY0139,IN,,Granted,16POLY0139-IN-PCT,202047001217,1/10/2020,9,6/11/2026,192,
16POLY0139,US,,Granted,16POLY0139-US-PCT,16/621767,12/12/2019,4,1/20/2025,2007,1/20/2025
16POLY0146,CN,,Granted,16POLY0146-CN-PCT,201780055536.5,3/11/2019,8,9/26/2024,299,8/29/2024
16POLY0146,CN,,Granted,16POLY0146-CN-PCT,201780055536.5,3/11/2019,9,9/26/2025,306,
16POLY0146,CN,,Granted,16POLY0146-CN-PCT,201780055536.5,3/11/2019,10,9/26/2026,582,
16POLY0146,DE,,Granted,16POLY0146-DE-EPT,17772695.7,9/26/2017,8,9/26/2024,330,9/24/2024
16POLY0146,DE,,Granted,16POLY0146-DE-EPT,17772695.7,9/26/2017,9,9/26/2025,445,
16POLY0146,DE,,Granted,16POLY0146-DE-EPT,17772695.7,9/26/2017,10,9/26/2026,544,
16POLY0146,FR,,Granted,16POLY0146-FR-EPT,17772695.7,9/26/2017,8,9/26/2024,164,9/24/2024
16POLY0146,FR,,Granted,16POLY0146-FR-EPT,17772695.7,9/26/2017,9,9/26/2025,232,
16POLY0146,FR,,Granted,16POLY0146-FR-EPT,17772695.7,9/26/2017,10,9/26/2026,282,
16POLY0146,GB,,Granted,16POLY0146-GB-EPT,17772695.7,9/26/2017,8,9/26/2024,183,9/26/2024
16POLY0146,GB,,Granted,16POLY0146-GB-EPT,17772695.7,9/26/2017,9,9/26/2025,228,
16POLY0146,GB,,Granted,16POLY0146-GB-EPT,17772695.7,9/26/2017,10,9/26/2026,260,
16POLY0146,IN,,Granted,16POLY0146-IN-PCT,201947016101,4/23/2019,8,9/26/2024,245,9/13/2024
16POLY0146,IN,,Granted,16POLY0146-IN-PCT,201947016101,4/23/2019,9,9/26/2025,192,
16POLY0146,IN,,Granted,16POLY0146-IN-PCT,201947016101,4/23/2019,10,9/26/2026,192,
16POLY0146,US,,Granted,16POLY0146-US-PCT,16/337070,9/26/2017,4,10/20/2024,2007,10/21/2024
16POLY0160,BR,,Granted,16POLY0160-BR-PCT,BR112020000604-1,1/10/2020,7,7/12/2024,88,7/24/2024
16POLY0160,BR,,Granted,16POLY0160-BR-PCT,BR112020000604-1,1/10/2020,8,7/12/2025,244,
16POLY0160,BR,,Granted,16POLY0160-BR-PCT,BR112020000604-1,1/10/2020,9,7/12/2026,244,
16POLY0160,DE,,Granted,16POLY0160-DE-EPT,18755897.8,7/12/2018,7,7/12/2024,249,7/24/2024
16POLY0160,DE,,Granted,16POLY0160-DE-EPT,18755897.8,7/12/2018,8,7/12/2025,357,
16POLY0160,DE,,Granted,16POLY0160-DE-EPT,18755897.8,7/12/2018,9,7/12/2026,444,
16POLY0160,FR,,Granted,16POLY0160-FR-EPT,18755897.8,7/12/2018,7,7/12/2024,118,7/24/2024
16POLY0160,FR,,Granted,16POLY0160-FR-EPT,18755897.8,7/12/2018,8,7/12/2025,177,
16POLY0160,FR,,Granted,16POLY0160-FR-EPT,18755897.8,7/12/2018,9,7/12/2026,232,
16POLY0160,GB,,Granted,16POLY0160-GB-EPT,18755897.8,7/12/2018,7,7/12/2024,156,7/26/2024
16POLY0160,GB,,Granted,16POLY0160-GB-EPT,18755897.8,7/12/2018,8,7/12/2025,199,
16POLY0160,GB,,Granted,16POLY0160-GB-EPT,18755897.8,7/12/2018,9,7/12/2026,230,
16POLY0160,GC,,Pending,16POLY0160-GC-NP,2018/35602,7/9/2018,8,3/1/2025,1486,2/16/2025
16POLY0160,GC,,Pending,16POLY0160-GC-NP,2018/35602,7/9/2018,9,3/1/2026,1539,
16POLY0160,IN,,Granted,16POLY0160-IN-PCT,202047006312,2/13/2020,7,7/12/2024,245,6/28/2024
16POLY0160,IN,,Granted,16POLY0160-IN-PCT,202047006312,2/13/2020,8,7/12/2025,192,
16POLY0160,IN,,Granted,16POLY0160-IN-PCT,202047006312,2/13/2020,9,7/12/2026,192,
16POLY0161,CN,,Abandoned,16POLY0161-CN-NP,201810258027.9,3/27/2018,8,3/27/2025,312,
16POLY0161,CN,,Abandoned,16POLY0161-CN-NP,201810258027.9,3/27/2018,9,3/27/2026,312,
16POLY0161,DE,,Abandoned,16POLY0161-DE-EPA,17163013.0,3/27/2017,9,3/27/2025,416,
16POLY0161,DE,,Abandoned,16POLY0161-DE-EPA,17163013.0,3/27/2017,10,3/27/2026,509,
16POLY0161,FR,,Abandoned,16POLY0161-FR-EPA,17163013.0,3/27/2017,9,3/27/2025,218,
16POLY0161,FR,,Abandoned,16POLY0161-FR-EPA,17163013.0,3/27/2017,10,3/27/2026,264,
16POLY0161,GB,,Abandoned,16POLY0161-GB-EPA,17163013.0,3/27/2017,9,3/27/2025,217,
16POLY0161,GB,,Abandoned,16POLY0161-GB-EPA,17163013.0,3/27/2017,10,3/27/2026,245,
16POLY0161,US,,Abandoned,16POLY0161-US-CNT[2],16/587482,9/30/2019,4,1/6/2025,2007,
16POLY0167,DE,,Granted,16POLY0167-DE-EPT,17793973.3,11/8/2017,8,11/8/2024,334,11/24/2024
16POLY0167,DE,,Granted,16POLY0167-DE-EPT,17793973.3,11/8/2017,9,11/8/2025,444,
16POLY0167,FR,,Granted,16POLY0167-FR-EPT,17793973.3,11/8/2017,8,11/8/2024,166,11/24/2024
16POLY0167,FR,,Granted,16POLY0167-FR-EPT,17793973.3,11/8/2017,9,11/8/2025,232,
16POLY0169,CN,,Granted,16POLY0169-CN-PCT,201780073357.4,5/28/2019,8,10/16/2024,305,9/29/2024
16POLY0169,CN,,Granted,16POLY0169-CN-PCT,201780073357.4,5/28/2019,9,10/16/2025,306,
16POLY0169,CN,,Granted,16POLY0169-CN-PCT,201780073357.4,5/28/2019,10,10/16/2026,582,
16POLY0169,DE,,Sold,16POLY0169-DE-EPT,17783520.4,5/13/2019,8,10/16/2024,334,10/24/2024
16POLY0169,DE,,Sold,16POLY0169-DE-EPT,17783520.4,5/13/2019,9,10/16/2025,405,
16POLY0169,FR,,Abandoned,16POLY0169-FR-EPT,17783520.4,5/13/2019,8,10/16/2024,166,10/24/2024
16POLY0169,FR,,Abandoned,16POLY0169-FR-EPT,17783520.4,5/13/2019,9,10/16/2025,212,
16POLY0169,US,,Granted,16POLY0169-US-PCT,16/340918,10/16/2017,4,11/11/2024,2007,11/11/2024
16POLY0175,CN,,Granted,16POLY0175-CN-PCT,201880005973.0,7/5/2019,8,1/4/2025,312,12/16/2024
16POLY0175,CN,,Granted,16POLY0175-CN-PCT,201880005973.0,7/5/2019,9,1/4/2026,306,
16POLY0175,DE,,Granted,16POLY0175-DE-EPT,18700054.2,1/4/2018,8,1/4/2025,334,1/24/2025
16POLY0175,DE,,Granted,16POLY0175-DE-EPT,18700054.2,1/4/2018,9,1/4/2026,444,
16POLY0175,FR,,Granted,16POLY0175-FR-EPT,18700054.2,1/4/2018,8,1/4/2025,166,1/24/2025
16POLY0175,FR,,Granted,16POLY0175-FR-EPT,18700054.2,1/4/2018,9,1/4/2026,232,
16POLY0175,IN,,Granted,16POLY0175-IN-PCT,201947031630,8/5/2019,8,1/4/2025,238,12/20/2024
16POLY0175,IN,,Granted,16POLY0175-IN-PCT,201947031630,8/5/2019,9,1/4/2026,192,
16POLY0175,IT,,Granted,16POLY0175-IT-EPT,18700054.2,1/4/2018,8,1/4/2025,214,1/16/2025
16POLY0175,IT,,Granted,16POLY0175-IT-EPT,18700054.2,1/4/2018,9,1/4/2026,266,
16POLY0175,PL,,Granted,16POLY0175-PL-EPT,18700054.2,1/4/2018,8,1/4/2025,235,12/16/2024
16POLY0175,PL,,Granted,16POLY0175-PL-EPT,18700054.2,1/4/2018,9,1/4/2026,270,
16POLY0175,US,,Granted,16POLY0175-US-PCT,16/475245,7/1/2019,4,3/28/2025,2007,3/28/2025
16POLY0176,CN,,Granted,16POLY0176-CN-PCT,202080013443.8,8/10/2021,6,2/14/2025,199,1/16/2025
16POLY0176,CN,,Granted,16POLY0176-CN-PCT,202080013443.8,8/10/2021,7,2/14/2026,306,
16POLY0176,EP,,Granted,16POLY0176-EP-EPT,20710022.3,8/13/2021,6,2/14/2025,1354,
16POLY0176,DE,1,Granted,16POLY0176-DE-EPP[1],20710022.3,8/13/2021,6,2/14/2025,183,2/24/2025
16POLY0176,DE,1,Granted,16POLY0176-DE-EPP[1],20710022.3,8/13/2021,7,2/14/2026,270,
16POLY0176,FR,1,Granted,16POLY0176-FR-EPP[1],20710022.3,8/13/2021,6,2/14/2025,96,2/24/2025
16POLY0176,FR,1,Granted,16POLY0176-FR-EPP[1],20710022.3,8/13/2021,7,2/14/2026,127,
16POLY0176,GB,1,Granted,16POLY0176-GB-EPP[1],20710022.3,8/13/2021,6,2/14/2025,133,2/26/2025
16POLY0176,GB,1,Granted,16POLY0176-GB-EPP[1],20710022.3,8/13/2021,7,2/14/2026,171,
16POLY0182,BE,,Granted,16POLY0182-BE-EPT,18750484.0,6/29/2018,8,6/29/2025,162,
16POLY0182,BE,,Granted,16POLY0182-BE-EPT,18750484.0,6/29/2018,9,6/29/2026,213,
16POLY0182,CN,,Granted,16POLY0182-CN-PCT,201880042839.8,12/25/2019,8,6/29/2025,304,5/29/2025
16POLY0182,CN,,Granted,16POLY0182-CN-PCT,201880042839.8,12/25/2019,9,6/29/2026,306,
16POLY0182,DE,,Granted,16POLY0182-DE-EPT,18750484.0,6/29/2018,8,6/29/2025,327,
16POLY0182,DE,,Granted,16POLY0182-DE-EPT,18750484.0,6/29/2018,9,6/29/2026,444,
16POLY0182,US,A,Granted,16POLY0182-US-PCT,16/625926,12/23/2019,4,6/20/2026,2157,
16POLY0183,BE,,Granted,16POLY0183-BE-EPT,18750485.7,6/29/2018,8,6/29/2025,162,
16POLY0183,BE,,Granted,16POLY0183-BE-EPT,18750485.7,6/29/2018,9,6/29/2026,213,
16POLY0183,DE,,Granted,16POLY0183-DE-EPT,18750485.7,6/29/2018,8,6/29/2025,327,
16POLY0183,DE,,Granted,16POLY0183-DE-EPT,18750485.7,6/29/2018,9,6/29/2026,444,
16POLY0195,CN,,Granted,16POLY0195-CN-PCT,201780084464.7,7/24/2019,8,12/12/2024,305,11/16/2024
16POLY0195,CN,,Granted,16POLY0195-CN-PCT,201780084464.7,7/24/2019,9,12/12/2025,306,
16POLY0195,EP,,Pending,16POLY0195-EP-EPT,17811331.2,7/5/2019,8,12/12/2024,1716,12/26/2024
16POLY0195,EP,,Pending,16POLY0195-EP-EPT,17811331.2,7/5/2019,9,12/12/2025,2029,
16POLY0195,US,,Granted,16POLY0195-US-PCT,16/468091,6/10/2019,4,11/4/2024,2007,11/4/2024
16POLY0197,CN,,Granted,16POLY0197-CN-PCT,201780081278.8,6/28/2019,8,12/6/2024,305,11/16/2024
16POLY0197,CN,,Granted,16POLY0197-CN-PCT,201780081278.8,6/28/2019,9,12/6/2025,306,
16POLY0197,DE,,Granted,16POLY0197-DE-EPT,17811547.3,12/6/2017,8,12/6/2024,334,12/22/2024
16POLY0197,DE,,Granted,16POLY0197-DE-EPT,17811547.3,12/6/2017,9,12/6/2025,444,
16POLY0197,FR,,Granted,16POLY0197-FR-EPT,17811547.3,12/6/2017,8,12/6/2024,166,12/24/2024
16POLY0197,FR,,Granted,16POLY0197-FR-EPT,17811547.3,12/6/2017,9,12/6/2025,232,
16POLY0197,JP,,Granted,16POLY0197-JP-PCT,2019-535342,6/27/2019,4,7/4/2025,166,
16POLY0197,JP,,Granted,16POLY0197-JP-PCT,2019-535342,6/27/2019,5,7/4/2026,163,
16POLY0197,KR,,Granted,16POLY0197-KR-PCT,1020197020894,7/17/2019,4,5/9/2026,208,
16POLY0197,US,,Granted,16POLY0197-US-PCT,16/474616,6/28/2019,4,12/1/2024,2007,12/2/2024
16POLY0199,CN,,Granted,16POLY0199-CN-PCT,201780084463.2,7/24/2019,8,12/12/2024,305,11/16/2024
16POLY0199,CN,,Granted,16POLY0199-CN-PCT,201780084463.2,7/24/2019,9,12/12/2025,306,
16POLY0199,EP,,Pending,16POLY0199-EP-EPT,17821859.0,7/5/2019,8,12/12/2024,1716,12/26/2024
16POLY0199,EP,,Pending,16POLY0199-EP-EPT,17821859.0,7/5/2019,9,12/12/2025,2029,
16POLY0199,US,,Granted,16POLY0199-US-PCT,16/468616,6/11/2019,4,7/3/2026,2157,
16POLY0202,EP,,Pending,16POLY0202-EP-EPT,17884477.5,7/16/2019,8,11/15/2024,1716,11/26/2024
16POLY0202,EP,,Pending,16POLY0202-EP-EPT,17884477.5,7/16/2019,9,11/15/2025,2029,
16POLY0205,CN,,Granted,16POLY0205-CN-PCT,201880064717.9,4/3/2020,7,10/3/2024,305,9/16/2024
16POLY0205,CN,,Granted,16POLY0205-CN-PCT,201880064717.9,4/3/2020,8,10/3/2025,306,
16POLY0205,CN,,Granted,16POLY0205-CN-PCT,201880064717.9,4/3/2020,9,10/3/2026,306,
16POLY0205,DE,,Granted,16POLY0205-DE-EPA,17195139.5,10/6/2017,8,10/6/2024,334,10/24/2024
16POLY0205,DE,,Granted,16POLY0205-DE-EPA,17195139.5,10/6/2017,9,10/6/2025,445,
16POLY0205,DE,,Granted,16POLY0205-DE-EPA,17195139.5,10/6/2017,10,10/6/2026,544,
16POLY0205,FR,,Granted,16POLY0205-FR-EPA,17195139.5,10/6/2017,8,10/6/2024,166,10/24/2024
16POLY0205,FR,,Granted,16POLY0205-FR-EPA,17195139.5,10/6/2017,9,10/6/2025,232,
16POLY0205,FR,,Granted,16POLY0205-FR-EPA,17195139.5,10/6/2017,10,10/6/2026,282,
16POLY0205,GB,,Granted,16POLY0205-GB-EPA,17195139.5,10/6/2017,8,10/6/2024,188,10/26/2024
16POLY0205,GB,,Granted,16POLY0205-GB-EPA,17195139.5,10/6/2017,9,10/6/2025,228,
16POLY0205,GB,,Granted,16POLY0205-GB-EPA,17195139.5,10/6/2017,10,10/6/2026,260,
16POLY0209,CN,,Granted,16POLY0209-CN-PCT,201980049677.5,1/25/2021,6,7/25/2024,188,6/29/2024
16POLY0209,CN,,Granted,16POLY0209-CN-PCT,201980049677.5,1/25/2021,7,7/25/2025,306,
16POLY0209,CN,,Granted,16POLY0209-CN-PCT,201980049677.5,1/25/2021,8,7/25/2026,306,
16POLY0209,EP,,Pending,16POLY0209-EP-EPT,19742382.5,1/26/2021,6,7/25/2024,1337,7/26/2024
16POLY0209,EP,,Pending,16POLY0209-EP-EPT,19742382.5,1/26/2021,7,7/25/2025,1645,
16POLY0209,EP,,Pending,16POLY0209-EP-EPT,19742382.5,1/26/2021,8,7/25/2026,1835,
16POLY0209,US,,Granted,16POLY0209-US-PCT,17/260432,1/14/2021,4,8/14/2026,2157,
16POLY0215,AT,,Granted,16POLY0215-AT-EPT,18701319.8,1/22/2018,8,1/22/2025,373,12/29/2024
16POLY0215,AT,,Granted,16POLY0215-AT-EPT,18701319.8,1/22/2018,9,1/22/2026,528,
16POLY0215,CN,,Granted,16POLY0215-CN-PCT,201880008407.5,7/25/2019,8,1/22/2025,312,12/29/2024
16POLY0215,CN,,Granted,16POLY0215-CN-PCT,201880008407.5,7/25/2019,9,1/22/2026,306,
16POLY0215,DE,,Granted,16POLY0215-DE-EPT,18701319.8,1/22/2018,8,1/22/2025,334,1/24/2025
16POLY0215,DE,,Granted,16POLY0215-DE-EPT,18701319.8,1/22/2018,9,1/22/2026,444,
16POLY0215,IN,,Granted,16POLY0215-IN-PCT,201947033910,8/22/2019,8,1/22/2025,238,1/10/2025
16POLY0215,IN,,Granted,16POLY0215-IN-PCT,201947033910,8/22/2019,9,1/22/2026,192,
16POLY0215,IT,,Granted,16POLY0215-IT-EPT,18701319.8,1/22/2018,8,1/22/2025,214,1/16/2025
16POLY0215,IT,,Granted,16POLY0215-IT-EPT,18701319.8,1/22/2018,9,1/22/2026,266,
16POLY0215,PL,,Granted,16POLY0215-PL-EPT,18701319.8,1/22/2018,8,1/22/2025,235,12/29/2024
16POLY0215,PL,,Granted,16POLY0215-PL-EPT,18701319.8,1/22/2018,9,1/22/2026,270,
16POLY0215,TR,,Granted,16POLY0215-TR-EPT,18701319.8,1/22/2018,8,1/22/2025,190,12/29/2024
16POLY0215,TR,,Granted,16POLY0215-TR-EPT,18701319.8,1/22/2018,9,1/22/2026,249,
16POLY0215,US,,Granted,16POLY0215-US-PCT,16/478382,7/16/2019,4,3/27/2026,2157,
16POLY0216,DE,,Granted,16POLY0216-DE-EPT,18707328.3,2/21/2018,8,2/21/2025,334,2/24/2025
16POLY0216,DE,,Granted,16POLY0216-DE-EPT,18707328.3,2/21/2018,9,2/21/2026,444,
16POLY0216,IN,,Granted,16POLY0216-IN-PCT,201947041981,10/17/2019,8,2/21/2025,238,2/7/2025
16POLY0216,IN,,Granted,16POLY0216-IN-PCT,201947041981,10/17/2019,9,2/21/2026,192,
16POLY0216,TR,,Granted,16POLY0216-TR-EPT,18707328.3,2/21/2018,8,2/21/2025,190,1/29/2025
16POLY0216,TR,,Granted,16POLY0216-TR-EPT,18707328.3,2/21/2018,9,2/21/2026,249,
16POLY0223,CN,,Granted,16POLY0223-CN-PCD,202210338579.7,4/1/2022,8,4/6/2025,304,
16POLY0223,CN,,Granted,16POLY0223-CN-PCD,202210338579.7,4/1/2022,9,4/6/2026,306,
16POLY0223,CN,A,Granted,16POLY0223-CN-PCT,201880024115.0,10/9/2019,8,4/6/2025,304,3/16/2025
16POLY0223,CN,A,Granted,16POLY0223-CN-PCT,201880024115.0,10/9/2019,9,4/6/2026,306,
16POLY0223,DE,,Granted,16POLY0223-DE-EPT,18720789.9,4/6/2018,8,4/6/2025,327,4/24/2025
16POLY0223,DE,,Granted,16POLY0223-DE-EPT,18720789.9,4/6/2018,9,4/6/2026,444,
16POLY0223,FR,,Granted,16POLY0223-FR-EPT,18720789.9,4/6/2018,8,4/6/2025,163,4/24/2025
16POLY0223,FR,,Granted,16POLY0223-FR-EPT,18720789.9,4/6/2018,9,4/6/2026,232,
16POLY0223,GB,,Granted,16POLY0223-GB-EPT,18720789.9,4/6/2018,8,4/6/2025,184,4/26/2025
16POLY0223,GB,,Granted,16POLY0223-GB-EPT,18720789.9,4/6/2018,9,4/6/2026,230,
16POLY0223,JP,A,Granted,16POLY0223-JP-PCT,2019-555652,10/10/2019,4,6/29/2025,162,5/29/2025
16POLY0223,JP,A,Granted,16POLY0223-JP-PCT,2019-555652,10/10/2019,5,6/29/2026,175,
16POLY0223,JP,B,Granted,16POLY0223-JP-PCD,2022-102946,6/27/2022,4,6/8/2026,120,
16POLY0223,KR,A,Granted,16POLY0223-KR-PCT,10-2019-7031726,10/25/2019,4,5/17/2026,303,
16POLY0228,CN,,Granted,16POLY0228-CN-PCT,201780076690.0,6/12/2019,8,12/12/2024,305,11/16/2024
16POLY0228,CN,,Granted,16POLY0228-CN-PCT,201780076690.0,6/12/2019,9,12/12/2025,306,
16POLY0228,DE,,Granted,16POLY0228-DE-EPT,17811330.4,12/12/2017,8,12/12/2024,334,12/22/2024
16POLY0228,DE,,Granted,16POLY0228-DE-EPT,17811330.4,12/12/2017,9,12/12/2025,444,
16POLY0228,FR,,Granted,16POLY0228-FR-EPT,17811330.4,12/12/2017,8,12/12/2024,166,12/24/2024
16POLY0228,FR,,Granted,16POLY0228-FR-EPT,17811330.4,12/12/2017,9,12/12/2025,232,
16POLY0228,GB,,Granted,16POLY0228-GB-EPT,17811330.4,12/12/2017,8,12/12/2024,188,12/26/2024
16POLY0228,GB,,Granted,16POLY0228-GB-EPT,17811330.4,12/12/2017,9,12/12/2025,230,
16POLY0228,US,,Granted,16POLY0228-US-PCT,16/468623,6/11/2019,4,10/5/2025,2157,
16POLY0233,CN,,Granted,16POLY0233-CN-PCT,201880033523.2,11/21/2019,8,4/4/2025,304,3/16/2025
16POLY0233,CN,,Granted,16POLY0233-CN-PCT,201880033523.2,11/21/2019,9,4/4/2026,306,
16POLY0233,DE,,Granted,16POLY0233-DE-EPT,18716994.1,4/4/2018,8,4/4/2025,327,4/24/2025
16POLY0233,DE,,Granted,16POLY0233-DE-EPT,18716994.1,4/4/2018,9,4/4/2026,444,
16POLY0233,FR,,Granted,16POLY0233-FR-EPT,18716994.1,4/4/2018,8,4/4/2025,163,4/24/2025
16POLY0233,FR,,Granted,16POLY0233-FR-EPT,18716994.1,4/4/2018,9,4/4/2026,232,
16POLY0233,GB,,Granted,16POLY0233-GB-EPT,18716994.1,4/4/2018,8,4/4/2025,184,4/26/2025
16POLY0233,GB,,Granted,16POLY0233-GB-EPT,18716994.1,4/4/2018,9,4/4/2026,230,
16POLY0233,IN,,Granted,16POLY0233-IN-PCT,201947044538,11/4/2019,8,4/4/2025,238,3/21/2025
16POLY0233,IN,,Granted,16POLY0233-IN-PCT,201947044538,11/4/2019,9,4/4/2026,192,
16POLY0233,US,,Granted,16POLY0233-US-PCT,16/500645,10/3/2019,4,4/26/2025,2157,4/28/2025
16POLY0235,BE,,Granted,16POLY0235-BE-EPT,18749498.4,6/7/2018,8,6/7/2025,162,
16POLY0235,BE,,Granted,16POLY0235-BE-EPT,18749498.4,6/7/2018,9,6/7/2026,213,
16POLY0235,CN,,Granted,16POLY0235-CN-PCT,201880037243.9,12/4/2019,8,6/7/2025,304,5/16/2025
16POLY0235,CN,,Granted,16POLY0235-CN-PCT,201880037243.9,12/4/2019,9,6/7/2026,306,
16POLY0235,DE,,Granted,16POLY0235-DE-EPT,18749498.4,6/7/2018,8,6/7/2025,327,
16POLY0235,DE,,Granted,16POLY0235-DE-EPT,18749498.4,6/7/2018,9,6/7/2026,444,
16POLY0235,NL,,Granted,16POLY0235-NL-EPT,18749498.4,6/7/2018,8,6/7/2025,327,
16POLY0235,NL,,Granted,16POLY0235-NL-EPT,18749498.4,6/7/2018,9,6/7/2026,432,
16POLY0238,CN,,Granted,16POLY0238-CN-PCT,201780072693.7,5/24/2019,8,11/23/2024,305,10/29/2024
16POLY0238,CN,,Granted,16POLY0238-CN-PCT,201780072693.7,5/24/2019,9,11/23/2025,306,
16POLY0238,DE,,Granted,16POLY0238-DE-EPT,17801471.8,11/23/2017,8,11/23/2024,334,11/24/2024
16POLY0238,DE,,Granted,16POLY0238-DE-EPT,17801471.8,11/23/2017,9,11/23/2025,444,
16POLY0238,FR,,Granted,16POLY0238-FR-EPT,17801471.8,11/23/2017,8,11/23/2024,166,11/24/2024
16POLY0238,FR,,Granted,16POLY0238-FR-EPT,17801471.8,11/23/2017,9,11/23/2025,232,
16POLY0238,GB,,Granted,16POLY0238-GB-EPT,17801471.8,11/23/2017,8,11/23/2024,188,11/26/2024
16POLY0238,GB,,Granted,16POLY0238-GB-EPT,17801471.8,11/23/2017,9,11/23/2025,230,
16POLY0240,CN,,Granted,16POLY0240-CN-PCT,201780077386.8,6/14/2019,8,12/15/2024,305,11/16/2024
16POLY0240,CN,,Granted,16POLY0240-CN-PCT,201780077386.8,6/14/2019,9,12/15/2025,306,
16POLY0240,IN,,Granted,16POLY0240-IN-PCT,201947027809,7/11/2019,8,12/15/2024,244,11/29/2024
16POLY0240,IN,,Granted,16POLY0240-IN-PCT,201947027809,7/11/2019,9,12/15/2025,192,
16POLY0240,US,,Granted,16POLY0240-US-PCT,16/469952,6/14/2019,4,12/7/2025,2157,
16POLY0243,CN,,Granted,16POLY0243-CN-PCT,201880033584.9,11/21/2019,8,4/4/2025,304,3/16/2025
16POLY0243,CN,,Granted,16POLY0243-CN-PCT,201880033584.9,11/21/2019,9,4/4/2026,306,
16POLY0243,DE,,Granted,16POLY0243-DE-EPT,18713993.6,4/4/2018,8,4/4/2025,327,4/24/2025
16POLY0243,DE,,Granted,16POLY0243-DE-EPT,18713993.6,4/4/2018,9,4/4/2026,444,
16POLY0243,FR,,Granted,16POLY0243-FR-EPT,18713993.6,4/4/2018,8,4/4/2025,163,4/24/2025
16POLY0243,FR,,Granted,16POLY0243-FR-EPT,18713993.6,4/4/2018,9,4/4/2026,232,
16POLY0243,GB,,Granted,16POLY0243-GB-EPT,18713993.6,4/4/2018,8,4/4/2025,184,4/26/2025
16POLY0243,GB,,Granted,16POLY0243-GB-EPT,18713993.6,4/4/2018,9,4/4/2026,230,
16POLY0243,IN,,Granted,16POLY0243-IN-PCT,201947044537,11/4/2019,8,4/4/2025,238,3/21/2025
16POLY0243,IN,,Granted,16POLY0243-IN-PCT,201947044537,11/4/2019,9,4/4/2026,192,
16POLY0243,US,,Granted,16POLY0243-US-PCT,16/500658,10/3/2019,4,2/28/2026,2157,
16POLY0244,CN,,Granted,16POLY0244-CN-PCT,201780082911.5,7/10/2019,8,12/12/2024,305,11/16/2024
16POLY0244,CN,,Granted,16POLY0244-CN-PCT,201780082911.5,7/10/2019,9,12/12/2025,306,
16POLY0244,DE,,Granted,16POLY0244-DE-EPT,17821858.2,12/12/2017,8,12/12/2024,334,12/22/2024
16POLY0244,DE,,Granted,16POLY0244-DE-EPT,17821858.2,12/12/2017,9,12/12/2025,444,
16POLY0244,FR,,Granted,16POLY0244-FR-EPT,17821858.2,12/12/2017,8,12/12/2024,166,12/24/2024
16POLY0244,FR,,Granted,16POLY0244-FR-EPT,17821858.2,12/12/2017,9,12/12/2025,232,
16POLY0244,US,,Granted,16POLY0244-US-PCT,16/468626,6/11/2019,4,9/21/2026,2157,
16POLY0248,CN,,Granted,16POLY0248-CN-PCT,201880045350.6,1/7/2020,7,7/3/2024,299,6/16/2024
16POLY0248,CN,,Granted,16POLY0248-CN-PCT,201880045350.6,1/7/2020,8,7/3/2025,306,
16POLY0248,CN,,Granted,16POLY0248-CN-PCT,201880045350.6,1/7/2020,9,7/3/2026,306,
16POLY0248,DE,,Granted,16POLY0248-DE-EPT,18737581.1,7/3/2018,7,7/3/2024,249,7/24/2024
16POLY0248,DE,,Granted,16POLY0248-DE-EPT,18737581.1,7/3/2018,8,7/3/2025,357,
16POLY0248,DE,,Granted,16POLY0248-DE-EPT,18737581.1,7/3/2018,9,7/3/2026,444,
